english,chinese,latin,french,spanish,atc
ambrisentan,安立生坦,ambrisentanum,ambrisentan,ambrisentán,
amoxapine,阿莫沙平,,amoxapine,amoxapina,
amoxicillin,阿莫西林,,amoxicilline,amoxicilina,
amphotericin b,两性霉素B,amphotericinum B,amphotéricine B,amfotericina B,
andexanet alfa,安地萨特α,andexanetum alfa,andexanet alfa,andexanet alfa,
anrukinzumab,安芦奇珠单抗,anrukinzumabum,anrukinzumab,anrukinzumab,
antithrombin gamma,抗凝血酶γ,antithrombinum gamma,antithrombine gamma,antitrombina gamma,
aplindore,阿林多尔,aplindorum,aplindore,aplindor,
ardeparin sodium,阿地肝素钠,ardeparinum natricum,ardéparine sodique,ardeparina de sodio,
argatroban,阿加曲班,argatrobanum,argatroban,argatroban,
asfotase alfa,阿司福酶α,asfotasum alfa,asfotase alfa,asfotasa alfa,
atacicept,阿塞西普,ataciceptum,atacicept,atacicept,
atevirdine,阿替韦啶,atevirdinum,atévirdine,atevirdina,
atidarsagene autotemcel,阿替达基奥干赛,atidarsagenum autotemcelum,atidarsagène autotemcel,atidarsagén autotemcel,
atracurium besilate,苯磺阿曲库铵,atracurii besilas,bésilate d'atracurium,besilato de atracurio,
auranofin,金诺芬,auranofinum,auranofine,auranofina,
autogene cevumeran,奥基司米瑞,autogenum cevumeranum,autogène cévuméran,autogén cevumerán,
avalglucosidase alfa,艾夫糖苷酶 α,avalglucosidasum alfa,avalglucosidase alfa,avalglucosidasa alfa,
aviscumine,阿维库明,aviscuminum,aviscumine,aviscumina,
axicabtagene ciloleucel,阿基仑赛,axicabtagenum ciloleucelum,axicabtagène ciloleucel,axicabtagén ciloleucel,
azacitidine,阿扎胞苷,azacitidinum,azacitidine,azacitidina,
azelaic acid,壬二酸,acidum azelaicum,acide azélaïque,ácido azelaico,
azelnidipine,阿泽地平,azelnidipinum,azelnidipine,azelnidipino,
azilsartan medoxomil,美阿沙坦,azilsartanum medoxomilum,azilsartan médoxomil,azilsartán medoxomilo,
azintuxizumab vedotin,维阿辛妥昔珠单抗,azintuxizumabum vedotinum,azintuxizumab védotine,azintuxizumab vedotina,
aztreonam,氨曲南,aztreonamum,aztréonam,aztreonam,
baclofen,巴氯芬,baclofenum,baclofène,baclofeno,
baloxavir marboxil,玛巴洛沙韦,baloxavirum marboxilum,baloxavir marboxil,baloxavir marboxil,
baminercept,贝奈西普,baminerceptum,baminercept,baminercept,
basiliximab,巴利昔单抗,,basiliximab,basiliximab,
bavituximab,巴维妥昔单抗,bavituximabum,bavituximab,bavituximab,
belantamab mafodotin,玛贝兰妥单抗,belantamabum mafodotinum,bélantamab mafodotine,belantamab mafodotina,
bempedoic acid,贝派度酸,acidum bempedoicum,acide bempédoïque,ácido bempedoico,
bentiromide,苯替酪胺,bentiromidum,bentiromide,bentiromida,
beperminogene perplasmid,培米贝诺基,beperminogenum perplasmidum,béperminogène perplasmide,beperminogén perplásmido,
betamethasone,倍他米松,,bétaméthasone,betametasona,
bicalutamide,比卡鲁胺(97),,,,
bilastine,比拉斯汀,,bilastine,bilastina,
bintrafusp alfa,必特芙普α,bintrafuspum alfa,bintrafusp alfa,bintrafusp alfa,
bivalirudin,比伐芦定,bivalirudinum,bivalirudine,bivalirudina,
bosentan,波生坦,bosentanum,bosentan,bosentán,
brasofensine,布索芬新,brasofensinum,brasofensine,brasofensina,
brentuximab vedotin,维布妥昔单抗,brentuximabum vedotinum,brentuximab védotine,brentuximab vedotina,
brexucabtagene autoleucel,布瑞基奥仑赛,brexucabtagenum autoleucelum,bréxucabtagène autoleucel,brexucabtagén autoleucel,
brinzolamide,布林佐胺,brinzolamidum,brinzolamide,brinzolamida,
brivanib alaninate,丙氨酸布立尼布,alaninati brivanibum,alaninate de brivanib,alaninato de brivanib,
brivudine,溴夫定,brivudinum,brivudine,brivudina,
bromisoval,溴米索伐,,bromisoval,bromisoval,
brotizolam,溴替唑仑,brotizolamum,brotizolam,brotizolam,
bucindolol,布新洛尔,bucindololum,bucindolol,bucindolol,
bumetanide,布美他尼,bumetanidum,bumétanide,bumetanida,
bunaprolast,布那司特,bunaprolastum,bunaprolast,bunaprolast,
cabergoline,卡麦角林,cabergolinum,cabergoline,cabergolina,
calaspargase pegol,培戈卡门冬酶,calaspargasum pegolum,calaspargase pégol,calaspargasa pegol,
calcifediol,骨化二醇,calcifediolum,calcifédiol,calcifediol,
calcipotriol,卡泊三醇,calcipotriolum,calcipotriol,calcipotriol,
calcitriol,骨化三醇,calcitriolum,calcitriol,calcitriol,
calcium folinate,亚叶酸钙,calcii folinas,folinate de calcium,folinato cálcico,
calcium glucoheptonate,葡庚糖酸钙,calcii glucoheptonas,glucoheptonate de calcium,glucoheptonato de calcio,
calcium trisodium pentetate,喷替酸钙钠,calcii trinatrii pentetas,pentétate de calcium trisodique,pentetato calcio y trisodio,
canakinumab,凯那奇尤单抗,canakinumabum,canakinumab,canakinumab,
carbidopa,卡比多巴,carbidopum,carbidopa,carbidopa,
carboplatin,卡铂,carboplatinum,carboplatine,carboplatino,
carmustine,卡莫司汀,carmustinum,carmustine,carmustina,
carvedilol,卡维地洛,carvedilolum,carvédilol,carvedilol,
carzelesin,卡泽来新,carzelesinum,carzélésine,carzelesina,
catridecacog,卡德凝血素,catridecacogum,catridécacog,catridecacog,
cefaclor,头孢克洛,cefaclorum,céfaclor,cefaclor,
cefadroxil,头孢羟氨苄,cefadroxilum,céfadroxil,cefadroxilo,
cefalexin,头孢氨苄,cefalexinum,céfalexine,cefalexina,
cefixime,头孢克肟,cefiximum,céfixime,cefixima,
cefprozil,头孢丙烯,cefprozilum,cefprozil,cefprozilo,
ceftaroline fosamil,头孢罗膦,ceftarolinum fosamilum,ceftaroline fosamil,ceftarolina fosamilo,
ceftibuten,头孢布烯,ceftibutenum,ceftibutène,ceftibuteno,
celecoxib,塞来昔布,,célécoxib,celecoxib,
cemadotin,西马多丁,cemadotinum,cémadotine,cemadotina,
cergutuzumab amunaleukin,阿舍妥珠单抗,cergutuzumabum amunaleukinum,cergutuzumab amunaleukine,cergutuzumab amunaleukina,
cerliponase alfa,塞利蛋白酶α,cerliponasum alfa,cerliponase alfa,cerliponasa alfa,
certolizumab pegol,培塞利珠单抗,certolizumabum pegolum,certolizumab pégol,certolizumab pegol,
chenodeoxycholic acid,鹅去氧胆酸,acidum chenodeoxycholicum,acide chénodésoxycholique,ácido quenodeoxicólico,
chlorambucil,苯丁酸氮芥,,chlorambucil,clorambucilo,
chlorotrianisene,氯烯雌醚,,chlorotrianisène,clorotrianiseno,
chlorpropamide,氯磺丙脲,,chlorpropamide,clorpropamida,
choline theophyllinate,胆茶碱,cholini theophyllinas,théophyllinate de choline,teofilinato de colina,
choriogonadotropin alfa,绒促性素α,choriogonadotropinum alfa,choriogonadotropine alfa,coriogonadotropina alfa,
ciclosporin,环孢素,ciclosporinum,ciclosporine,ciclosporina,
cidofovir,西多福韦,cidofovirum,cidofovir,cidofovir,
cilazapril,西拉普利,cilazaprilum,cilazapril,cilazapril,
cilostazol,西洛他唑,cilostazolum,cilostazol,cilostazol,
cimetidine,西咪替丁,cimetidinum,cimétidine,cimetidina,
cinrebafusp alfa,希比芙普α,cinrebafuspum alfa,cinrébafusp alfa,cinrebafusp alfa,
cipralisant,西拉利生,cipralisantum,cipralisant,cipralisant,
cisapride,西沙必利,cisapridum,cisapride,cisaprida,
cisatracurium besilate,苯磺顺阿曲库铵,cisatracurii besilas,bésilate de cisatracurium,besilato de cisatracurio,
cisplatin,顺铂,cisplatinum,cisplatine,cisplatino,
citatuzumab bogatox,泊西妥珠单抗,citatuzumabum bogatoxum,citatuzumab bogatox,citatuzumab bogatox,
cizolirtine,西唑来汀,cizolirtinum,cizolirtine,cizolirtina,
clarithromycin,克拉霉素,clarithromycinum,clarithromycine,claritromicina,
clevidipine,氯维地平,clevidipinum,clévidipine,clevidipino,
clonidine,可乐定,clonidinum,clonidine,clonidina,
cloxazolam,氯唑仑,cloxazolamum,cloxazolam,cloxazolam,
cofetuzumab pelidotin,匹汀可妥珠单抗,cofetuzumabum pelidotinum,cofétuzumab pélidotine,cofetuzumab pelidotina,
colistimethate sodium,多黏菌素E甲磺酸钠,colistimethatum natricum,colistiméthate sodique,colistimetato de sodio,
contusugene ladenovec,拉艾康舒基,contusugenum ladenovecum,contusugène ladénovec,contusugén ladenovec,
corticotropin,促皮质素,corticotropinum,corticotropine,corticotropina,
dacetuzumab,达西妥珠单抗,dacetuzumabum,dacétuzumab,dacetuzumab,
dactinomycin,放线菌素D,dactinomycinum,dactinomycine,dactinomicina,
dalteparin sodium,达肝素钠,dalteparinum natricum,daltéparine sodique,dalteparina de sodio,
dapatifagene navolactibac,那巴达法基,dapatifagenum navolactibacum,dapatifagène navolactibac,dapatifagén navolactibac,
dapirolizumab pegol,培达利珠单抗,dapirolizumabum pegolum,dapirolizumab pégol,dapirolizumab pegol,
daptomycin,达托霉素,,daptomycine,daptomicina,
darbepoetin alfa,达促红素α,darbepoetinum alfa,darbépoétine alfa,darbepoetina alfa,
darexaban,他奈沙班,darexabanum,darexaban,darexabán,
daridorexant,达利雷生,daridorexantum,daridorexant,daridorexant,
decernotinib,德塞替尼,decernotinibum,décernotinib,decernotinib,
deferiprone,去铁酮,deferipronum,défériprone,deferiprona,
denosumab,地舒单抗,denosumabum,dénosumab,denosumab,
deoxycholic acid,去氧胆酸,acidum deoxycholicum,acide désoxycholique,ácido desoxicólico,
depatuxizumab mafodotin,玛德帕妥昔珠单抗,depatuxizumabum mafodotinum,dépatuxizumab mafodotine,depatuxizumab mafodotina,
desflurane,地氟烷,desfluranum,desflurane,desflurano,
desirudin,地西芦定,desirudinum,désirudine,desirudina,
desloratadine,地氯雷他定,,desloratadine,desloratadina,
desonide,地奈德,desonidum,désonide,desonida,
dexloxiglumide,右氯谷胺,dexloxiglumidum,dexloxiglumide,dexloxiglumida,
diclofenac etalhyaluronate,双氯芬酸玻璃酸酯,diclofenaci etalhyaluronas,étalhyaluronate de diclofénac,etalhialuronato de diclofenaco,
dicoumarol,双香豆素,dicoumarolum,dicoumarol,dicumarol,
dimesna,地美司钠,dimesnum,dimesna,dimesna,
dinalin,地那林,,dinaline,dinalina,
dinoprostone,地诺前列酮,dinoprostonum,dinoprostone,dinoprostona,
dipotassium clorazepate,氯酸钾,dikalii clorazepas,clorazépate dipotassique,clorazepato de dipotasio,
dirithromycin,地红霉素,dirithromycinum,dirithromycine,diritromicina,
diroximel fumarate,富马地罗昔美,diroximeli fumaras,fumarate de diroximel,fumarato de diroximel,
dizocilpine,地佐环平,dizocilpinum,dizocilpine,dizocilpina,
docetaxel,多西他赛,,docétaxel,docetaxel,
dociparstat sodium,度西帕司德钠,dociparstatum natricum,dociparstat sodique,dociparstat sodico,
dofetilide,多非利特,dofetilidum,dofétilide,dofetilida,
domitroban,多米曲班,domitrobanum,domitroban,domitrobán,
dornase alfa,阿法链道酶,dornasum alfa,dornase alfa,dornasa alfa,
doxacurium chloride,多库氯铵,doxacurii chloridum,chlorure de doxacurium,cloruro de doxacurio,
dronabinol,屈大麻酚,dronabinolum,dronabinol,dronabinol,
droxidopa,屈昔多巴,droxidopum,droxidopa,droxidopa,
duligotuzumab,度利妥珠单抗,duligotuzumabum,duligotuzumab,duligotuzumab,
dutasteride,度他雄胺,dutasteridum,dutastéride,dutasterida,
edonentan,艾多南坦,,édonentan,edonentán,
efanesoctocog alfa,艾凡凝血素Ⅷ-α,efanesoctocogum alfa,éfanésoctocog alfa,efanesoctocog alfa,
efatutazone,伊诺列宗,efatutazonum,éfatutazone,efatutazona,
efavaleukin alfa,伊仑白介素α,efavaleukinum alfa,éfavaleukine alfa,efavaleukina alfa,
efavirenz,依发韦仑,efavirenzum,éfavirenz,efavirenz,
efmarodocokin alfa,依玛白介素 22-α,efmarodocokinum alfa,efmarodocokine alfa,efmarodocokina alfa,
efmitermant alfa,依米特安α,efmitermantum alfa,efmitermant alfa,efmitermant alfa,
efmoroctocog alfa,艾芙莫罗凝血素α,efmoroctocogum alfa,efmoroctocog alfa,efmoroctocog alfa,
efpeglenatide,艾培格那肽,efpeglenatidum,efpèglénatide,efpeglenatida,
eftrenonacog alfa,艾诺凝血素α,eftrenonacogum alfa,eftrénonacog alfa,eftrenonacog alfa,
egaptivon pegol,培戈依加替奉,egaptivonum pegolum,égaptivon pégol,egaptivón pegol,
eglumetad,依谷美他,eglumetadum,églumétad,eglumetad,
elcatonin,依降钙素,elcatoninum,elcatonine,elcatonina,
elosulfase alfa,依洛硫酸酯酶α,elosulfasum alfa,élosulfase alfa,elosulfasa alfa,
endixaprine,恩地普令,endixaprinum,endixaprine,endixaprina,
enfortumab vedotin,维恩妥尤单抗,enfortumabum vedotinum,enfortumab védotine,enfortumab vedotina,
enoxaparin sodium,依诺肝素钠,enoxaparinum natricum,énoxaparine sodique,enoxaparina de sodio,
epoetin alfa,促红素α,epoetinum alfa,époétine alfa,epoetina alfa,
epoetin delta,促红素δ,epoetinum delta,époétine delta,epoetina delta,
epoetin theta,促红素θ,epoetinum theta,époétine thêta,epoetina zeta,
eptacog alfa (activated),依他凝血素α(活化),eptacogum alfa (activatum),eptacog alfa (activé),eptacog alfa (activado),
eptifibatide,依替巴肽,eptifibatidum,eptifibatide,eptifibatida,
ergocalciferol,维生素D2,ergocalciferolum,ergocalciférol,ergocalciferol,
estradiol,雌二醇,estradiolum,estradiol,estradiol,
estradiol valerate,戊酸雌二醇,estradioli valeras,valérate d'estradiol,valerato de estradiol,
ethinylestradiol,炔雌醇,ethinylestradiolum,éthinylestradiol,etinilestradiol,
etirinotecan pegol,培伊替康,etirinotecanum pegolum,étirinotécan pégol,etirinotecán pegol,
etodolac,依托度酸,etodolacum,étodolac,etodolaco,
etonogestrel,依托孕烯,etonogestrelum,étonogestrel,etonogestrel,
etoposide,依托泊苷,etoposidum,étoposide,etopósido,
etretinate,阿维A酯,etretinatum,étrétinate,etretinato,
exemestane,依西美坦,exemestanum,exémestane,exemestano,
felodipine,非洛地平,felodipinum,félodipine,felodipino,
feloprentan,非洛仑坦,,féloprentan,feloprentán,
fenofibrate,非诺贝特,fenofibratum,fénofibrate,fenofibrato,
ferric carboxymaltose,羧麦芽糖铁,ferricum carboxymaltosum,carboxymaltose ferrique,carboximaltosa férrica,
ferric maltol,麦芽酚铁,ferricum maltolum,maltol ferrique,maltol férrico,
fexinidazole,非昔硝唑,fexinidazolum,fexinidazole,fexinidazol,
fidanacogene elaparvovec,伊哌非可基,fidanacogenum elaparvovecum,fidanacogène élaparvovec,fidanacogén elaparvovec,
filgrastim,非格司亭,filgrastimum,filgrastim,filgrastim,
finafloxacin,非那沙星,finafloxacinum,finafloxacine,finafloxacino,
firtecan pegol,培戈非替康,firtecanum pegolum,firtécan pégol,firtecán pegol,
florbetapir (18f),氟[18F]贝他吡,florbetapirum (18F),florbétapir (18F),florbetapir (18F),
fluconazole,氟康唑,fluconazolum,fluconazole,fluconazol,
fludeoxyglucose (18f),氟[18F]脱氧葡糖,fludeoxyglucosum (18F),fludésoxyglucose (18F),fludesoxiglucosa (18F),
flumazenil,氟吗西尼,,flumazénil,flumazenil,
flunisolide,氟尼缩松,flunisolidum,flunisolide,flunisolida,
fluocinonide,醋酸氟轻松,fluocinonidum,fluocinonide,fluocinonida,
flurbiprofen,氟比洛芬,flurbiprofenum,flurbiprofène,flurbiprofeno,
flutriciclamide (18f),氟[18F]曲西胺,flutriciclamidum (18F),flutriciclamide (18F),flutriciclamida (18F),
follitropin alfa,促卵泡激素α,follitropinum alfa,follitropine alfa,folitropina alfa,
follitropin delta,促卵泡激素δ,follitropinum delta,follitropine delta,folitropina delta,
fomepizole,甲吡唑,fomepizolum,fomépizole,fomepizol,
fondaparinux sodium,磺达肝素(癸)钠,,fondaparinux sodique,fondaparinux sódico,
fordadistrogene movaparvovec,莫哌达基,fordadistrogenum movaparvovecum,fordadistrogène movaparvovec,fordadistrogén movaparvovec,
foscarnet sodium,膦甲酸钠,foscarnetum natricum,foscarnet sodique,foscarnet de sodio,
fosifloxuridine nafalbenamide,萘磷氟尿苷,fosifloxuridinum nafalbenamidum,fosifloxuridine nafalbénamide,fosifloxuridina nafalbenamida,
fosinopril,福辛普利,fosinoprilum,fosinopril,fosinopril,
fosphenytoin,磷苯妥英,fosphenytoinum,fosphénytoïne,fosfenitoína,
fostriecin,福司曲星,fostriecinum,fostriécine,fostriecina,
fotemustine,福莫司汀,fotemustinum,fotémustine,fotemustina,
fulvestrant,氟维司群,fulvestrantum,fulvestrant,fulvestrant,
gabapentin enacarbil,加巴喷汀酯,gabapentinum enacarbilum,gabapentine enacarbil,gabapentina enacarbilo,
gadoversetamide,钆弗塞胺,,gadoversétamide,gadoversetamida,
gallium (67ga) citrate,枸橼酸镓[67Ga],gallii (67Ga) citras,citrate de gallium (67Ga),citrato de galio (67Ga),
gantenerumab,戈替奈尤单抗,gantenerumabum,ganténérumab,gantenerumab,
gavocabtagene autoleucel,加沃妥基奥仑赛,gavocabtagenum autoleucelum,gavocabtagène autoleucel,gavocabtagén autoleucel,
gefitinib,吉非替尼,gefitinibum,géfitinib,gefitinib,
gemtuzumab ozogamicin,奥加吉妥珠单抗,gemtuzumabum ozogamicinum,gemtuzumab ozogamicine,gemtuzumab ozogamicina,
gimatecan,吉马替康,gimatecanum,gimatécan,gimatecán,
giroctocogene fitelparvovec,菲哌格可基,giroctocogenum fitelparvovecum,giroctocogène fitelparvovec,giroctocogén fitelparvovec,
glembatumumab vedotin,维格巴妥尤单抗,glembatumumabum vedotinum,glembatumumab védotine,glembatumumab vedotina,
glibenclamide,格列本脲,glibenclamidum,glibenclamide,glibenclamida,
glipizide,格列吡嗪,glipizidum,glipizide,glipizida,
gliquidone,格列喹酮,gliquidonum,gliquidone,gliquidona,
glycine,甘氨酸,glycinum,glycine,glicina,
golnerminogene pradenovec,普艾拉敏基,golnerminogenum pradenovecum,golnerminogène pradénovec,golnerminogén pradenovec,
grepafloxacin,格帕沙星,grepafloxacinum,grépafloxacine,grepafloxacino,
halcinonide,哈西奈德,halcinonidum,halcinonide,halcinónida,
haloxazolam,卤沙唑仑,haloxazolamum,haloxazolam,haloxazolam,
hyaluronidase,玻璃酸酶,,hyaluronidase,hialuronidasa,
hydroxyprogesterone caproate,己酸羟孕酮,hydroxyprogesteroni caproas,caproate d'hydroxyprogestérone,caproato de hidroxiprogesterona,
ibalizumab,伊巴利珠单抗,ibalizumabum,ibalizumab,ibalizumab,
ibritumomab tiuxetan,替伊妥欧单抗,ibritumomabum tiuxetanum,ibritumomab tiuxétan,ibritumomab tiuxetán,
icodextrin,艾考糊精,icodextrinum,icodextrine,icodextrina,
icopezil,艾考哌齐,icopezilum,icopézil,icopezilo,
idecabtagene vicleucel,艾基维仑赛,idecabtagenum vicleucelum,idécabtagène vicleucel,idecabtagén vicleucel,
idursulfase,艾度硫酸酯酶,idursulfasum,idursulfase,idursulfasa,
ifabotuzumab,伊波妥珠单抗,ifabotuzumabum,ifabotuzumab,ifabotuzumab,
iguratimod,艾拉莫德,iguratimodum,iguratimod,iguratimod,
imipenem,亚胺培南,imipenemum,imipénem,imipenem,
indapamide,吲达帕胺,indapamidum,indapamide,indapamida,
ingenol disoxate,英吉地酯,ingenoli disoxas,disoxate d’ingénol,disoxato de ingenol,
ingenol mebutate,丁烯英酯,ingenoli mebutas,mébutate d'ingénol,mebutato de ingenol,
